Frame Number;Main Thread;System Used Memory;GC Reserved Memory;Total Reserved Memory;ServerFixedUpdate;TerrainGeneration;PlayerTerrainGenCheck;StructureGeneration;TerrainLogicSystem;GetUpdates;ReevaluatePropagateMarker;PropagateLogicState;CheckGateState;StatisticsSystem;NumGateBlocks;NumInputTypeBlocks;Number of Terrain Areas (Client);Number of Terrain Areas (Server);Number of Players (Client);Number of Players (Server);
218;519838;391700480;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
219;580636;391700480;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
220;506304;391700480;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
221;585396;391700480;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
222;574909;391700480;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
223;566799;391700480;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
224;552147;391700480;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
225;511298;391700480;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
226;567691;391700480;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
227;508957;391700480;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
228;1347559;391700480;9723904;442408960;785756;0;18667;0;0;0;0;0;0;3590;0;0;0;9;0;0;
229;555072;391700480;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
230;554526;391700480;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
231;511732;391700480;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
232;576129;391700480;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
233;627798;391700480;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
234;581364;391700480;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
235;558136;391700480;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
236;520099;391700480;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
237;554569;391700480;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
238;514660;391700480;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
239;575835;391700480;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
240;571581;391700480;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
241;557372;391700480;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
242;603991;391700480;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
243;539746;391700480;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
244;565962;391700480;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
245;505806;391700480;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
246;552011;391700480;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
247;503639;391700480;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
248;549787;391700480;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
249;568407;391700480;9723904;442408960;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;
